username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-05-15 23:22;0;0;"Karnataka verdict: Mehbooba congratulates BJP for its "stellar performance" http://www.newssummedup.com/a/16fbgu";;;;"996448333198540800";https://twitter.com/newssummeduphq/status/996448333198540800
;2018-05-15 23:19;0;0;"@ OmarAbdullah Today your series of tweet on Karnataka election verdict has made me laugh throughout the day... specially the owning resort one. Thanks";;@;;"996447390214180864";https://twitter.com/Soumyakanti21/status/996447390214180864
;2018-05-15 23:17;0;0;"Karnataka verdict; a blessing in disguise for the future of Indian Politics? Otherwise there would have been lot of pressure not only on team @ narendramodi_in but also on all political parties to accommodate more and more corrupt candidates in future...https://twitter.com/SAAI_sai/status/996445212711907328 …";;@;;"996446988165111809";https://twitter.com/SAAI_sai/status/996446988165111809
;2018-05-15 23:17;0;0;"Karnataka verdict; a blessing in disguise for the future of Indian Politics? Otherwise there would have been lot of pressure not only on team @ narendramodi_in but also on all political parties to accommodate more and more corrupt candidates in future elections! # SatyamevaJayate!!https://twitter.com/SAAI_sai/status/996445212711907328 …";;@;#;"996446965297700865";https://twitter.com/SAAI_sai/status/996446965297700865
;2018-05-15 23:17;0;0;"# BJP has proven what is # governance, thats why people # vote to BJP!! its not only because the # Opposition is weak. Kudos to @ AmitShah and BJP karyakartas. its a # victory in long run. # KarnatakaAssemblyElection2018 # KarnatakaPolls # KarnatkaVerdict. # 2019Elections";;@;# # # # # # # # #;"996446865922064384";https://twitter.com/shreyasjoshi7/status/996446865922064384
;2018-05-15 23:15;1;7;"Confused after looking at Karnataka Verdict people don't want any better schemes and they don't care about scams. Voting BJP is suicidal for the state!";;;;"996446559918178305";https://twitter.com/bhushannag/status/996446559918178305
;2018-05-15 23:13;1;0;"Retweeted Janta Ka Reporter ( @ JantaKaReporter): Karnataka verdict a victory for EVM: Raj Thackeray # KarnatakaVerdict # KarnatakaElectionResults2018 http://www.jantakareporter.com/india/karnataka-results-counting-underway-for-222-assembly-seats/185817/ …pic.twitter.com/XMjWdfuV6M";;@;# #;"996445873335922688";https://twitter.com/NitinRaut2/status/996445873335922688
;2018-05-15 23:12;0;0;"Unexpected change of Karnataka elections.BJP has low number of division compare than Congress with MJT.Unpredictable coordination with Congress and MJT. Verdict will be announced in seven days. # KarnatakaElections2018 # BattleForKarnataka # KarnatakaVerdict # KarnatakaPolling";;;# # # #;"996445688949915649";https://twitter.com/imadhankumars/status/996445688949915649
;2018-05-15 23:10;3;4;"Karnataka Verdict throws up Anti Congress Mandate- BJP is Single largest party, Congress-JDS combine stake to form the Government https://www.myind.net/Home/viewArticle/karnataka-verdict-throws-up-anti-congress-mandate-bjp-is-single-largest-party-congress-jds-combine-stake-to-form-the-government …";;;;"996445348192292865";https://twitter.com/myindmakers/status/996445348192292865
;2018-05-15 23:09;0;1;"The takeaways from the Karnataka verdict http://bit.ly/2Kqou0X";;;;"996444903730302976";https://twitter.com/livemint/status/996444903730302976
;2018-05-15 23:08;0;0;"prakash raj where are u hiding come out people of Karnataka have given their verdict";;;;"996444607117340672";https://twitter.com/skdineshmys/status/996444607117340672
;2018-05-15 23:06;0;0;"'Unwind in God's Own Country': Kerala Tourism takes cheeky dig at Karnataka lawmakers after hung verdict: * 'Unwind in God's Own Country': Kerala Tourism takes cheeky dig at Karnataka lawmakers after hung verdict The Indian Express * Split Karnataka… http://dlvr.it/QSy82q pic.twitter.com/q7h9MrmPbi";;;;"996444326455472128";https://twitter.com/ilavasam/status/996444326455472128
;2018-05-15 23:04;1;3;"Karnataka Verdict: Here is how BJP's tally has gone down from 104 to 103 # KarnatakaVerdicthttps://newsable.asianetnews.com/karnataka/karnataka-verdict-here-is-how-bjp-s-tally-has-gone-down-from-104-to-103-p8s0yu …";;;#;"996443642662342656";https://twitter.com/PainoliD/status/996443642662342656
;2018-05-15 23:04;0;0;"Karnataka poll verdict will definitely define the nature of politics- grab the power , stick to your ideologies, use the emotions or create a new yardstick or wait & watch.";;;;"996443604406095872";https://twitter.com/pradeep11855/status/996443604406095872
;2018-05-15 23:03;0;0;"funny,like minded jihadis are forming govt in Karnataka against public verdict ,will not last long for a year, @ RakeshSinha01 @ sardesairajdeep @ sambitswaraj @ AmitShah @ republic # KarnatakaVerdict";;@ @ @ @ @;#;"996443437007335424";https://twitter.com/hailsanjeev/status/996443437007335424
;2018-05-15 23:01;0;0;"Will reserved verdict on Aadhaar be announced as Karnataka elections are over.";;;;"996442889444995072";https://twitter.com/Jslm2/status/996442889444995072
;2018-05-15 23:00;0;0;"Karnataka election results: Will Governor invite largest party or largest combine; experts differ Karnataka Governor Vajubhai Vala is likely to be guided by Supreme Court verdicts which say that a party with the largest number of MLAs should be invited to form the governmen… pic.twitter.com/JTPE4Q94Xa";;;;"996442832134197248";https://twitter.com/KhabarrDainik/status/996442832134197248
;2018-05-15 23:00;0;1;"Split Karnataka verdict: Kerala Tourism offers ‘safe and beautiful’ resorts to MLAs Posted from: this blog via Microsoft Flow. May 15, 2018 at 07:30PM pic.twitter.com/idTLQes1ti";;;;"996442803604525056";https://twitter.com/KhabarrDainik/status/996442803604525056
;2018-05-15 22:59;0;0;"Split Karnataka verdict: Kerala Tourism offers 'safe and beautiful' resorts to MLAs https://goo.gl/brDrSD";;;;"996442529229869056";https://twitter.com/myunlockar/status/996442529229869056
;2018-05-15 22:59;0;0;"You hided when Bjp is leading above half way mark, you came out now as you expect cong will from govt. you can’t even accept the people verdict, what kind of a citizen you are. Karnataka feel shame about you. I am your fan on movies not in reality";;;;"996442478873006081";https://twitter.com/BhaskerCReddy/status/996442478873006081
;2018-05-15 22:59;0;0;"I am extremely happy with the Karnataka verdict. It is definitely to my liking and the cause which I am advocating. We will look forward to the day when Congress Party is finally decimated, and a lameduck... https://www.facebook.com/IndianMuslimObserver/posts/1677543392292793 …";;;;"996442346702147585";https://twitter.com/IMONewsOnline/status/996442346702147585
;2018-05-15 22:57;0;2;"# Karnataka verdict Any other way out for BJP to form the govt.Its a Catch22 situation.More drama likely to be staged. https://twitter.com/TimesNow/status/996432174533328896 …";;;#;"996441881797017600";https://twitter.com/ManoranjanMedia/status/996441881797017600
;2018-05-15 22:53;0;1;"@ BJP4India may not have got an outright victory in # Karnataka, the verdict will also dent @ INCIndia's ambitions of leading a grand coalition in 2019, rather it may have to be at the mercy of regional parties # BJP # Congress # KarnatakaVerdicthttps://www.theweek.in/news/india/2018/05/15/karnataka-verdict-makes-congress-task-harder-for-2019-elections.html …";;@ @;# # # #;"996440906722136067";https://twitter.com/the_nachiket/status/996440906722136067
;2018-05-15 22:53;0;0;"Karnataka verdict makes Congress' task harder for 2019 elections - THE DAYAFTER https://www.dayafterindia.com/2018/05/15/karnataka-verdict-makes-congress-task-harder-for-2019-elections/ … # generalelection2019 # karanataverdict # Rahulgandhi # INC # BJP # narendramodipic.twitter.com/bIgDWeRLZB";;;# # # # # #;"996440864158339072";https://twitter.com/indiadayafter/status/996440864158339072
;2018-05-15 22:52;0;0;"Split Karnataka verdict: Kerala Tourism offers ‘safe and beautiful’ resorts to MLAs https://thexbuzz.wordpress.com/2018/05/15/split-karnataka-verdict-kerala-tourism-offers-safe-and-beautiful-resorts-to-mlas/ …";;;;"996440685908824064";https://twitter.com/The_XBuzz/status/996440685908824064
;2018-05-15 22:52;0;0;"Nobody, we can't expect this from Politicos, today suddenly after Karnataka verdict someone was talking about it, same guys forgot what they did in Goa,Manipur,Meghalaya";;;;"996440590832238592";https://twitter.com/HarishRao1970/status/996440590832238592
;2018-05-15 22:50;0;0;"Wowwww what a great gesture sir ji. My prayers would be to establish the verdict of the people of Karnataka for # Congressmuktkarnataka Should be respected and # BJP government should be formed. I trust you and Shri @ AmitShah ji a lot. Jai Shri Ram";;@;# #;"996440238414290945";https://twitter.com/D_SHIVAIyer/status/996440238414290945
;2018-05-15 22:50;0;0;"BJP+RSS have collectively managed to Poison the minds of young & educated people. It is evident for me now. This country is doomed! RIP "secular" state. Lost all hopes today, not because of the Karnataka Verdict, my own friends' mindset has failed me.";;;;"996440138929459200";https://twitter.com/IamDiptiTiwari/status/996440138929459200
;2018-05-15 22:48;0;0;"A million dollar question!!! Where is the failed politician Rahul Gandhi after the Karnataka verdict? https://postcard.news/a-million-dollar-question-where-is-the-failed-politician-rahul-gandhi-after-the-karnataka-verdict/ …";;;;"996439622011047937";https://twitter.com/Rdsaksena/status/996439622011047937
;2018-05-15 22:47;0;0;"A million dollar question!!! Where is the failed politician Rahul Gandhi after the Karnataka verdict? https://postcard.news/a-million-dollar-question-where-is-the-failed-politician-rahul-gandhi-after-the-karnataka-verdict/ …";;;;"996439374865813504";https://twitter.com/PrashantAg_Bjym/status/996439374865813504
;2018-05-15 22:46;0;0;"And if $2.5 trillion goes to the pocket of 50 business houses and families and West based MNCs, well, no point...Thank you Mr.Prabhu for the economic model being encouraged by your Govt @ sureshpprabhu # KarnatkaVerdict # IndiaMeansBusiness @ narendramodi @ EconomicTimeshttps://twitter.com/sureshpprabhu/status/996436976369917952 …";;@ @ @;# #;"996439172058529792";https://twitter.com/Bharat_2047/status/996439172058529792
;2018-05-15 22:45;0;0;"Not sure this is entirely correct. People of Karnataka did not lose today. They chose this verdict. Do you think anyone who voted for JDS believes they will be in the position of forming a govt on their own? The people deliberately voted for a fractured mandate.";;;;"996439012670951427";https://twitter.com/RealDP2005/status/996439012670951427
;2018-05-15 22:45;0;0;"Where is Rahul Gandhi ? He is not to be seen after Karnataka verdict is out. Is this how INC President takes responsibility ?? # BJPWinsKarnataka # RahulGandhi # KarnatakaVerdict";;;# # #;"996438912527613952";https://twitter.com/krushn_is_real/status/996438912527613952
;2018-05-15 22:44;1;4;"LOL! Congress with highest vote share in a split verdict scenario has every right to rule Karnataka. https://twitter.com/sardesairajdeep/status/996434369672773632 …";;;;"996438783921799168";https://twitter.com/ArpanBhaduri/status/996438783921799168
;2018-05-15 22:43;2;1;"This verdict came as a shock to the outgoing CM Siddharamaiah who had fancied himself to get a second consecutive term, something which no incumbent in Karnataka has managed for a long time. https://www.myind.net/Home/viewArticle/karnataka-verdict-throws-up-anti-congress-mandate-bjp-is-single-largest-party-congress-jds-combine-stake-to-form-the-government …";;;;"996438426240069634";https://twitter.com/myindmakers/status/996438426240069634
;2018-05-15 22:42;0;0;"It seems with 104 BJP in karnataka, Panelists on Ur TV getting frustrated on their own?!? Verdict in Karnataka certainly a rejection for Congress?! And simultaneously Voter did not endorse JD(S) joining with Congress since JD(S) was main Opposition?!? http://www.republicworld.com/livetv";;;;"996438131556536320";https://twitter.com/JMangalampall/status/996438131556536320
;2018-05-15 22:42;3;3;"So well explained.. # KarnatkaVerdict pic.twitter.com/TdmNrxwMtd";;;#;"996438100933947394";https://twitter.com/KalpanaSubrama5/status/996438100933947394
;2018-05-15 22:42;0;0;"Times now is throwing the @ IPL qualifying system into the discussion on karnatka verdict ! Pathetic";;@;;"996438068180566016";https://twitter.com/ABHISHEKSNGLA/status/996438068180566016
;2018-05-15 22:40;0;0;"He needs a script for everything ! Death # Varanasi or glory # KarnatkaVerdict All Alike !!";;;# #;"996437775531442176";https://twitter.com/kmkhan20/status/996437775531442176
;2018-05-15 22:39;0;0;"Karnataka voters did not give less than half seats to @ INCIndia & JDS to form the government. They didn't give @ BJP4India almost the majority to sit in opposition. These two parties should respect the verdict. # KarnatakaVerdict";;@ @;#;"996437400766173184";https://twitter.com/cheez_m/status/996437400766173184
;2018-05-15 22:36;6;6;"The Karnataka verdict seems to offers something for everyone. The southern rising for BJP, king maker position for JDS, the 11th hour reprieve for Congress. At last, not least, it serves fodder for a potential 3rd Front for upcoming general election.";;;;"996436587595554817";https://twitter.com/HolyGanga/status/996436587595554817
;2018-05-15 22:35;0;14;"Analysis -- Karnataka verdict makes Congress’ task harder for 2019 elections https://www.telugu360.com/karnataka-verdict-makes-congress-task-harder-for-2019-elections/ …";;;;"996436316173713409";https://twitter.com/Telugu360/status/996436316173713409
;2018-05-15 22:34;0;0;"If dipak misra give same verdict in karnataka it's fine, if dipak Misra changes his verdict in favor of # BJP in karnataka, Then # BJP must resign from Goa and other places too # BJP digging the biggest grave for themselves Shana kouvah kahan choch Martha hey?? Batao batao";;;# # #;"996436053618778113";https://twitter.com/lets_say_truth/status/996436053618778113
;2018-05-15 22:34;3;0;"अटल जी ने अपना इस्तीफ़ा राष्ट्रपति को सौंपने से पहले लोकसभा में कांग्रेस से कहा था.! आज आप लोग मुझ पर हंस रहे हो, देखना एक दिन आएगा जब देश की जनता आप लोगों पर हँसेगी... अहंकार किसी का नहीं रहा.! # KarnatkaVerdict @ narendramodi @ RahulGandhi";;@ @;#;"996436052440055808";https://twitter.com/akash_d21/status/996436052440055808
;2018-05-15 22:32;0;0;"@ KeralaTourism.. Taking advertisement to next level # KarnatkaVerdict # creativityhttps://twitter.com/timesofindia/status/996388047510949888 …";;@;# #;"996435660788543490";https://twitter.com/iamrita2603/status/996435660788543490
;2018-05-15 22:31;0;0;"Lesson of Today's verdict: By Ignoring particular community u can't frame Govt even if u have majority. It's KARNATAKA dude @ siddaramaiah @ BJP4Karnataka @ INCKarnataka # KarnatakaAssemblyElection";;@ @ @;#;"996435423214952448";https://twitter.com/mdalishoaib/status/996435423214952448
;2018-05-15 22:31;0;0;"I really want you to be AP cm forever. I wish People of AP should recognise your hard work and give u strong victory in 2019 elections. @ naralokesh Lokesh bro, we should have strong plan and strategy after seeing Karnataka verdict. We should fight against bjp";;@;;"996435380919402496";https://twitter.com/sampath718/status/996435380919402496
;2018-05-15 22:30;0;0;"Breaking news: # RCB & # DD to form an alliance to qualify for the # IPL playoffs with their points combined # Karnataka_Verdict @ Karnataka @ IPL # IPL2018 # IPLFantasyLeague";;@ @;# # # # # #;"996435037896626176";https://twitter.com/ghanate_sanjeev/status/996435037896626176
;2018-05-15 22:29;1;4;"Karnataka voters totally deserve it for taking bribe and voting parties which will do no good to them. Let them learn to give full majority to one team than give split verdicts !!!";;;;"996434988890390534";https://twitter.com/nairshobha/status/996434988890390534
;2018-05-15 22:27;1;1;"@ RahulGandhi Need not have to be disheartened by Karnataka verdict. Cong has highest vote share in state. The trick is to fight BJP as a coalition. http://www.indiaspend.com/cover-story/with-lowest-vote-share-in-20-years-no-3-finisher-jds-favourite-to-lead-karnataka-95396 …";;@;;"996434493123706880";https://twitter.com/CaptainPoorna/status/996434493123706880
;2018-05-15 22:27;0;0;"this thing ppl of karnataka would have to think before voting....karnataka ppl set very bad example by not giving clear verdict to any party....";;;;"996434292405239808";https://twitter.com/yuleslover/status/996434292405239808
;2018-05-15 22:25;0;0;"'Unwind in God's Own Country': Kerala Tourism takes cheeky dig at Karnataka lawmakers after hung verdict: * 'Unwind in God's Own Country': Kerala Tourism takes cheeky dig at Karnataka lawmakers after hung verdict The Indian Express * 'Unwind at our… http://dlvr.it/QSxvRj pic.twitter.com/mE3Y6u4wHx";;;;"996434012347351040";https://twitter.com/ilavasam/status/996434012347351040
;2018-05-15 22:23;0;0;"Madamji pl bring cong to power in Karnataka and awaiting for their action against Cauvery verdict";;;;"996433300884369408";https://twitter.com/samyvad99/status/996433300884369408
;2018-05-15 22:22;0;0;"गोवा में कम सीट लाकर भी बीजेपी ने सरकार बना ली थी, आखिरकार राज्यपाल की भूमिका पर क्यों ना सवाल उठे ? कर्नाटक में स्थिति अलग क्यों लग रही है ? बीजेपी के पास बहुमत नहीं है लेकिन फिर भी सरकार बनाने का मौका मिला तो खरीद-फरोख्त तो होगी ही। # KarnatkaVerdict";;;#;"996433175608897536";https://twitter.com/umashankermedia/status/996433175608897536
;2018-05-15 22:20;0;2;"Mitron, notwithstanding whether BJP forms Govt in Karnataka or not this is massive verdict for 2019. This means BJP has reopened the gateway to south and it's no more a Hindi,Hindu,Hindustani party. Contrary,it's the only truly National Party now.";;;;"996432744971407360";https://twitter.com/Pakodewallah/status/996432744971407360
;2018-05-15 22:18;0;0;"It’s clear with # KarnatakaPollResults that people of Karnataka doesn’t want @ INCIndia Govt & if still they form fractured govt that’s again the verdict of people @ BJP4India @ narendramodi # KarnatakaResults @ republic";;@ @ @ @;# #;"996432238224044032";https://twitter.com/chandan83/status/996432238224044032
;2018-05-15 22:17;0;0;"But you can ask any one of the who know some thing about Indian constitution. Orelse do one thing go and ask your real father Prakash Raj during rubbing burnol on his ass after the karnataka verdict 2/2.";;;;"996431896744775682";https://twitter.com/Rahulpandya03/status/996431896744775682
;2018-05-15 22:17;1;6;"कर्नाटक में भाजपा को मिली जीत पर प्रधानमंत्री @ narendramodi जी , @ BJP4India के राष्ट्रीय अध्यक्ष @ AmitShah जी के साथ साथ सभी कार्यकर्ताओं व कर्नाटक की समस्त जनता को बहुत बहुत बधाई व् शुभकामनाएं । @ BJP4Karnataka # KarnatkaVerdict pic.twitter.com/wv7GGtWmaC";;@ @ @ @;#;"996431846022963200";https://twitter.com/Bikramthakur64/status/996431846022963200
;2018-05-15 22:15;0;0;"Debate on karnatak verdict . who will form the govenment in karnataka ? # KarnatakaVerdict # KarnatakaElections2018https://twitter.com/abpnewstv/status/996388946853744641 …";;;# #;"996431484901670914";https://twitter.com/alirahatt/status/996431484901670914
;2018-05-15 22:15;0;0;"Karnataka verdict makes Congress' task harder for 2019 elections (News Analysis) https://economictimes.indiatimes.com/news/politics-and-nation/view-karnataka-verdict-makes-congress-task-harder-for-2019-elections/articleshow/64179863.cms …, http://www.ians.in/index.php?param=news/C-1-1010427&storytype=special …";;;;"996431399522484224";https://twitter.com/sunnymadia/status/996431399522484224
;2018-05-15 22:15;0;0;"Both r wrong. Who is responsible.none other then d people of Karnataka. They only giving verdict 2 loot as much as possible.another 10 yes back 4 d state. One party she get majority 4 any work.";;;;"996431315988697088";https://twitter.com/OsiT_Kp/status/996431315988697088
;2018-05-15 22:14;0;1;"# Devegowda Was sticked with luck without Verdict became PM of india # HDKumarswamy second time trying luck becoming CM of Karnataka This family waited for like this opportunities They do family business in politics # KarnatakaVerdict # KarnatakaElections2018 # OperationBreakCongress";;;# # # # #;"996431161093062656";https://twitter.com/sadanandtikare/status/996431161093062656
;2018-05-15 22:14;0;0;"I really don't know how but if Bjp forms the govt in karnataka I will be very happy. If bangaloreans came out and voted bjp would have won comfortably. They are the solely responsible for this hung verdict.";;;;"996431030360854528";https://twitter.com/aravindAppan100/status/996431030360854528
;2018-05-15 22:13;0;0;"BJP leadership will manipulate the verdict of Karnataka polls this night through the institution of Governor, as was done in Manipur, Goa. https://twitter.com/timesofindia/status/996402750425415681 …";;;;"996430902879121408";https://twitter.com/tscbose/status/996430902879121408
;2018-05-15 22:12;0;0;"कम सीट लाने वाली पार्टी गोवा में सरकार बना ली तब जनादेश का अपमान नहीं हुआ था, लेकिन आज कर्नाटक में दो दल मिलकर सरकार बनाना चाह रही है तो जनादेश का कैसे अपमान हो गया। # KarnatkaVerdict";;;#;"996430725992796161";https://twitter.com/umashankermedia/status/996430725992796161
;2018-05-15 22:11;1;1;"Karnataka Verdict: Here is how BJP's tally has gone down from 104 to 103 http://newsable.asianetnews.com/karnataka/karnataka-verdict-here-is-how-bjp-s-tally-has-gone-down-from-104-to-103-p8s0yu …";;;;"996430425647034369";https://twitter.com/BSundar61/status/996430425647034369
;2018-05-15 22:10;1;1;"Million $ Question ! Where is India's failed Politician . @ RahulGandhi after the Karnataka verdict? https://postcard.news/a-million-dollar-question-where-is-the-failed-politician-rahul-gandhi-after-the-karnataka-verdict/ … Is he planning for a summer vacation ? @ INCIndia";;@ @;;"996430165763735552";https://twitter.com/manojsirsa/status/996430165763735552
;2018-05-15 22:10;14;15;"My quick take for @ htTweets on the Karnataka verdict: This election offers something for everyone--southern inroads for the BJP, a possible 11th hour reprieve for the Congress, and fodder for a potential Third Front http://bit.ly/2IkM66p # IndiaElects2019pic.twitter.com/ToCj7F1qcZ";;@;#;"996430014030770176";https://twitter.com/MilanV/status/996430014030770176
;2018-05-15 22:07;12;27;"A million dollar question!!! Where is the failed politician Rahul Gandhi after the Karnataka verdict? https://postcard.news/a-million-dollar-question-where-is-the-failed-politician-rahul-gandhi-after-the-karnataka-verdict/ …";;;;"996429447837478913";https://twitter.com/MumbaiDiKudi/status/996429447837478913
;2018-05-15 22:05;0;0;"# KarnatkaVerdict # कर्नाटक में # आरक्षण लागू, # bjp 104 ओर # congress 78 वाले फैल हो गए, जबकी 38 सीट वाले # JDS के # kumarswami की लॉटरी लग गई..";;;# # # # # # #;"996428753881387008";https://twitter.com/Gbnajayrajput/status/996428753881387008
;2018-05-15 22:04;0;1;"High drama in # Karnataka; voters give a split verdict, ball in the Governor's court, @ INCIndia & @ jdsindia stand together while the @ BJP4India is so near... yet so far! # BattleForKarnataka # KarnatakaElectionpic.twitter.com/mpvhyVl7Iq";;@ @ @;# # #;"996428659605975040";https://twitter.com/CNBCTV18News/status/996428659605975040
;2018-05-15 22:04;0;0;"The rest of it is just noise! The fact is that Karnataka hasn't given any party a clear mandate; just expressed their choice of individuals! All must understand & work together to uphold this fractured verdict, no matter what - that would be upholding democracy, not defeat it!";;;;"996428650881810434";https://twitter.com/IMSMalhotra/status/996428650881810434
;2018-05-15 22:01;0;0;"This is the first part of my overall take on Karnataka verdict. Pl retweet if you agree. https://twitter.com/IndiaToday/status/996419862099517440 … viahttps://twitter.com/_YogendraYadav/status/996426514085249024 …";;;;"996427792920268807";https://twitter.com/IndiaFirstAlway/status/996427792920268807
;2018-05-15 22:00;0;0;"Just 25 seats short talks of a fractured verdict. Evidently,people of Karnataka are a lot smarter than what Shah and Modi thought.";;;;"996427710481100802";https://twitter.com/princefreakasso/status/996427710481100802
;2018-05-15 22:00;0;4;"Modiji, no matter what u have to make ur govt in Karnatka. Janta's verdict is for BJP and not for any coalition. Do not come under the threat of any ethics. These media journos like rajdeep already threatening the governor. Sir by hook or by crook we want ur govt to be in Ka'tka";;;;"996427625726992385";https://twitter.com/tweetingdust/status/996427625726992385
;2018-05-15 21:59;0;0;"Do u know the history of jds and Congress in Karnataka ? Hw they r projected themselves to people before voting ? It's anti ppl verdict and will effect both the parties in long run";;;;"996427436815364096";https://twitter.com/AmarKallappa/status/996427436815364096
;2018-05-15 21:59;0;0;"Split Karnataka verdict: Kerala Tourism offers 'safe and beautiful' resorts to MLAs https://goo.gl/ej7gJ3";;;;"996427436207337472";https://twitter.com/myunlockar/status/996427436207337472
;2018-05-15 21:59;7;9;"SWAT Analysis of today's verdict. While the long-running hate campaign by the Sangh in Karnataka, propelled by an unabashed Modi towards the end, gave the BJP and edge in the elections, there is still hope for minorities as Congress and JD(Secular) are laying their stake... https://twitter.com/mekansara/status/996081273570381828 …";;;;"996427423267799040";https://twitter.com/mekansara/status/996427423267799040
;2018-05-15 21:59;0;0;"Omg .....even though Karnataka election shows something different verdict....And still BJP n NAMO are favourites across India";;;;"996427287812820992";https://twitter.com/davekumar99/status/996427287812820992
;2018-05-15 21:56;32;55;"This is the first part of my overall take on Karnataka verdict. Pl retweet if you agree. https://twitter.com/IndiaToday/status/996419862099517440 …";;;;"996426514085249024";https://twitter.com/_YogendraYadav/status/996426514085249024
;2018-05-15 21:55;0;0;"Karnataka Election Results 2018 LIVE: PM Modi Says Verdict a Massive Victory for BJP as Suspense Over Govt Continues http://www.dekhnews.com/karnataka-election-results-2018-live/ …";;;;"996426315434639361";https://twitter.com/DekhNews/status/996426315434639361
